question,answer
Hey when do you open location batao.,We are open from 11 AM to 12 AM daily.
"Hi, closing time kahan asap?",We are open from 11 AM to 12 AM daily.
gluten free please?,We have vegetarian and gluten-free options on request.
contact info kaha please?,Our phone number is 0300-1234567 and we are in the main city center.
"Hello, pizza flavours pls — thanks.","We have Chicken Tikka, Fajita, and Cheese Pizza."
"Hi, accessible seating kaha.",Wheelchair access is available; let us know if you need assistance.
"Hi, catering services kahan?","Yes, we provide catering—contact sales for a quote."
Hey which pizzas plz — thanks.,"We have Chicken Tikka, Fajita, and Cheese Pizza."
Hey play area.,"Yes, we have a kids menu and high chairs available."
"Please, what are your hours.",We are open from 11 AM to 12 AM daily.
"Hello, kids menu kindly?","Yes, we have a kids menu and high chairs available."
Can you accessible seating now?,Wheelchair access is available; let us know if you need assistance.
Can you deliver to my area.,"Yes, we offer home delivery in the local area."
"Hi, pizza options pls.","We have Chicken Tikka, Fajita, and Cheese Pizza."
"Hello, show menu address batao now?","We offer pizza, burgers, pasta, BBQ, and desserts."
Can you parking available please?,There is parking available nearby.
home delivery batao please?,"Yes, we offer home delivery in the local area."
Hey offers.,We run seasonal discounts; check our website for current offers.
Hey closing time please asap?,We are open from 11 AM to 12 AM daily.
Could you closing time.,We are open from 11 AM to 12 AM daily.
Could you payment methods asap?,"We accept cash, card, and online wallets."
"Please, what's on the menu?","We offer pizza, burgers, pasta, BBQ, and desserts."
"Hi, contact info kindly now?",Our phone number is 0300-1234567 and we are in the main city center.
"Hi, pizza types now?","We have Chicken Tikka, Fajita, and Cheese Pizza."
Can you reserve table please.,You can reserve online or call us to book a table.
"Hi, discount.",We run seasonal discounts; check our website for current offers.
Could you closing time now?,We are open from 11 AM to 12 AM daily.
wheelchair access kahan.,Wheelchair access is available; let us know if you need assistance.
Hey home delivery?,"Yes, we offer home delivery in the local area."
Can you do you cater asap?,"Yes, we provide catering—contact sales for a quote."
Could you allergy info — thanks.,We have vegetarian and gluten-free options on request.
Hey what are your hours kaha now?,We are open from 11 AM to 12 AM daily.
ramps?,Wheelchair access is available; let us know if you need assistance.
"Please, allergy info.",We have vegetarian and gluten-free options on request.
Can you how to reserve kindly asap?,You can reserve online or call us to book a table.
"Hi, promo code please asap?",We run seasonal discounts; check our website for current offers.
Can you closing time kahan?,We are open from 11 AM to 12 AM daily.
Could you address kindly please?,Our phone number is 0300-1234567 and we are in the main city center.
Hey nut free kindly.,We have vegetarian and gluten-free options on request.
Can you when do you open kaha?,We are open from 11 AM to 12 AM daily.
wheelchair access asap?,Wheelchair access is available; let us know if you need assistance.
"Hi, menu items now?","We offer pizza, burgers, pasta, BBQ, and desserts."
Hey gluten free batao?,We have vegetarian and gluten-free options on request.
pizza flavours.,"We have Chicken Tikka, Fajita, and Cheese Pizza."
"Please, discount pls — thanks.",We run seasonal discounts; check our website for current offers.
Can you how to reserve kahan ho.,You can reserve online or call us to book a table.
"Hi, coupon plz now?",We run seasonal discounts; check our website for current offers.
open hours now?,We are open from 11 AM to 12 AM daily.
"Please, event catering asap?","Yes, we provide catering—contact sales for a quote."
"Hello, closing time address batao asap?",We are open from 11 AM to 12 AM daily.
Hey specials — thanks.,"We offer pizza, burgers, pasta, BBQ, and desserts."
Hey what's on the menu kindly?,"We offer pizza, burgers, pasta, BBQ, and desserts."
Hey vegetarian options address batao please?,We have vegetarian and gluten-free options on request.
Can you address kaha please?,Our phone number is 0300-1234567 and we are in the main city center.
do you cater?,"Yes, we provide catering—contact sales for a quote."
wheelchair access kahan now?,Wheelchair access is available; let us know if you need assistance.
Could you contact info please — thanks.,Our phone number is 0300-1234567 and we are in the main city center.
Can you table booking asap?,You can reserve online or call us to book a table.
"Hi, catering services pls.","Yes, we provide catering—contact sales for a quote."
"Please, gluten free asap?",We have vegetarian and gluten-free options on request.
Can you which pizzas kindly please?,"We have Chicken Tikka, Fajita, and Cheese Pizza."
accessible seating asap?,Wheelchair access is available; let us know if you need assistance.
"Hello, pizza types please?","We have Chicken Tikka, Fajita, and Cheese Pizza."
pizza flavours pls now?,"We have Chicken Tikka, Fajita, and Cheese Pizza."
menu today now?,"We offer pizza, burgers, pasta, BBQ, and desserts."
parking available asap?,There is parking available nearby.
Hey pizza options address batao now?,"We have Chicken Tikka, Fajita, and Cheese Pizza."
Could you how to cancel plz — thanks.,"To cancel, please call 0300-1234567 within 5 minutes of placing your order."
Could you open hours pls now?,We are open from 11 AM to 12 AM daily.
do you accept cards address batao.,"We accept cash, card, and online wallets."
Could you vegan options address batao.,We have vegetarian and gluten-free options on request.
"Hi, when do you open?",We are open from 11 AM to 12 AM daily.
"Hello, cash or card asap?","We accept cash, card, and online wallets."
"Please, kids menu — thanks.","Yes, we have a kids menu and high chairs available."
Hey which pizzas pls — thanks.,"We have Chicken Tikka, Fajita, and Cheese Pizza."
Could you contact info plz — thanks.,Our phone number is 0300-1234567 and we are in the main city center.
Could you is parking there kindly?,There is parking available nearby.
"Hi, how to cancel location batao asap?","To cancel, please call 0300-1234567 within 5 minutes of placing your order."
pizza options address batao now?,"We have Chicken Tikka, Fajita, and Cheese Pizza."
Hey payment methods plz now?,"We accept cash, card, and online wallets."
"Please, how to cancel?","To cancel, please call 0300-1234567 within 5 minutes of placing your order."
Could you offers please?,We run seasonal discounts; check our website for current offers.
"Please, pizza options please?","We have Chicken Tikka, Fajita, and Cheese Pizza."
"Please, nut free please.",We have vegetarian and gluten-free options on request.
"Hello, ramps plz — thanks.",Wheelchair access is available; let us know if you need assistance.
"Hi, do you deliver kindly.","Yes, we offer home delivery in the local area."
Hey specials?,"We offer pizza, burgers, pasta, BBQ, and desserts."
do you accept cards now?,"We accept cash, card, and online wallets."
menu today — thanks.,"We offer pizza, burgers, pasta, BBQ, and desserts."
Hey kids menu — thanks.,"Yes, we have a kids menu and high chairs available."
Hey location now?,Our phone number is 0300-1234567 and we are in the main city center.
"Hi, pizza flavours — thanks.","We have Chicken Tikka, Fajita, and Cheese Pizza."
closing time please?,We are open from 11 AM to 12 AM daily.
"Hello, phone number please?",Our phone number is 0300-1234567 and we are in the main city center.
"Hi, cancel order plz now?","To cancel, please call 0300-1234567 within 5 minutes of placing your order."
kids menu kahan asap?,"Yes, we have a kids menu and high chairs available."
wheelchair access location batao now?,Wheelchair access is available; let us know if you need assistance.
"Please, online payment kaha please?","We accept cash, card, and online wallets."
coupon plz.,We run seasonal discounts; check our website for current offers.
"Please, payment methods asap?","We accept cash, card, and online wallets."
cancel order please now?,"To cancel, please call 0300-1234567 within 5 minutes of placing your order."
Could you how to reserve kahan ho — thanks.,You can reserve online or call us to book a table.
promo code plz please?,We run seasonal discounts; check our website for current offers.
Could you pizza options kaha now?,"We have Chicken Tikka, Fajita, and Cheese Pizza."
Could you is parking there batao asap?,There is parking available nearby.
Can you pizza types please — thanks.,"We have Chicken Tikka, Fajita, and Cheese Pizza."
Could you allergy info?,We have vegetarian and gluten-free options on request.
"Please, deliver to my area plz please?","Yes, we offer home delivery in the local area."
Could you home delivery plz?,"Yes, we offer home delivery in the local area."
"Please, book a table please?",You can reserve online or call us to book a table.
"Hello, high chair kindly please?","Yes, we have a kids menu and high chairs available."
"Hi, kids menu.","Yes, we have a kids menu and high chairs available."
Can you menu today please.,"We offer pizza, burgers, pasta, BBQ, and desserts."
Could you how to reserve — thanks.,You can reserve online or call us to book a table.
"Hi, allergy info please?",We have vegetarian and gluten-free options on request.
"Please, vegan options pls.",We have vegetarian and gluten-free options on request.
"Please, phone number asap?",Our phone number is 0300-1234567 and we are in the main city center.
"Hello, deliver to my area address batao?","Yes, we offer home delivery in the local area."
"Hello, how to reserve please — thanks.",You can reserve online or call us to book a table.
Could you home delivery now?,"Yes, we offer home delivery in the local area."
Can you pizza options plz.,"We have Chicken Tikka, Fajita, and Cheese Pizza."
Hey when do you open batao please?,We are open from 11 AM to 12 AM daily.
"Please, offers please?",We run seasonal discounts; check our website for current offers.
"Hello, do you deliver pls?","Yes, we offer home delivery in the local area."
Can you where are you located.,Our phone number is 0300-1234567 and we are in the main city center.
what are your hours now?,We are open from 11 AM to 12 AM daily.
Can you gluten free pls please?,We have vegetarian and gluten-free options on request.
"Please, promo code?",We run seasonal discounts; check our website for current offers.
delivery time.,"Yes, we offer home delivery in the local area."
"Please, which pizzas kaha — thanks.","We have Chicken Tikka, Fajita, and Cheese Pizza."
"Please, modify order please please?","To cancel, please call 0300-1234567 within 5 minutes of placing your order."
"Hi, coupon — thanks.",We run seasonal discounts; check our website for current offers.
online payment?,"We accept cash, card, and online wallets."
catering services.,"Yes, we provide catering—contact sales for a quote."
Could you cash or card?,"We accept cash, card, and online wallets."
"Please, closing time batao — thanks.",We are open from 11 AM to 12 AM daily.
"Hi, specials pls now?","We offer pizza, burgers, pasta, BBQ, and desserts."
catering services batao asap?,"Yes, we provide catering—contact sales for a quote."
Could you catering services.,"Yes, we provide catering—contact sales for a quote."
"Hi, book a table — thanks.",You can reserve online or call us to book a table.
"Please, catering services batao?","Yes, we provide catering—contact sales for a quote."
Can you do you cater please asap?,"Yes, we provide catering—contact sales for a quote."
Hey menu items kindly?,"We offer pizza, burgers, pasta, BBQ, and desserts."
"Hi, high chair kindly please?","Yes, we have a kids menu and high chairs available."
payment methods plz — thanks.,"We accept cash, card, and online wallets."
"Please, nut free plz asap?",We have vegetarian and gluten-free options on request.
"Hello, menu items kindly now?","We offer pizza, burgers, pasta, BBQ, and desserts."
"Hello, event catering pls asap?","Yes, we provide catering—contact sales for a quote."
Hey deliver to my area please please?,"Yes, we offer home delivery in the local area."
"Hello, nut free now?",We have vegetarian and gluten-free options on request.
"Hello, modify order pls?","To cancel, please call 0300-1234567 within 5 minutes of placing your order."
Hey cancel order kindly please?,"To cancel, please call 0300-1234567 within 5 minutes of placing your order."
"Hi, what are your hours location batao please?",We are open from 11 AM to 12 AM daily.
phone number pls?,Our phone number is 0300-1234567 and we are in the main city center.
allergy info location batao.,We have vegetarian and gluten-free options on request.
Hey how to reserve now?,You can reserve online or call us to book a table.
Can you do you accept cards kahan?,"We accept cash, card, and online wallets."
Can you nut free please — thanks.,We have vegetarian and gluten-free options on request.
Can you location — thanks.,Our phone number is 0300-1234567 and we are in the main city center.
"Please, home delivery kindly asap?","Yes, we offer home delivery in the local area."
Can you event catering now?,"Yes, we provide catering—contact sales for a quote."
Hey show menu kindly?,"We offer pizza, burgers, pasta, BBQ, and desserts."
"Please, payment methods now?","We accept cash, card, and online wallets."
delivery time kahan ho.,"Yes, we offer home delivery in the local area."
"Please, book a table batao?",You can reserve online or call us to book a table.
"Hi, vegetarian options batao?",We have vegetarian and gluten-free options on request.
"Hi, pizza types kindly?","We have Chicken Tikka, Fajita, and Cheese Pizza."
"Hi, address plz asap?",Our phone number is 0300-1234567 and we are in the main city center.
"Please, play area kaha now?","Yes, we have a kids menu and high chairs available."
"Please, book a table location batao.",You can reserve online or call us to book a table.
Hey menu items asap?,"We offer pizza, burgers, pasta, BBQ, and desserts."
"Please, cash or card pls — thanks.","We accept cash, card, and online wallets."
"Please, when do you open asap?",We are open from 11 AM to 12 AM daily.
"Hi, specials asap?","We offer pizza, burgers, pasta, BBQ, and desserts."
Can you operating hours pls — thanks.,We are open from 11 AM to 12 AM daily.
Hey cancel order asap?,"To cancel, please call 0300-1234567 within 5 minutes of placing your order."
"Hello, kids menu please?","Yes, we have a kids menu and high chairs available."
Could you parking available — thanks.,There is parking available nearby.
Can you event catering kindly asap?,"Yes, we provide catering—contact sales for a quote."
"Please, promo code please.",We run seasonal discounts; check our website for current offers.
"Please, show menu batao?","We offer pizza, burgers, pasta, BBQ, and desserts."
"Please, phone number plz?",Our phone number is 0300-1234567 and we are in the main city center.
Could you specials kaha asap?,"We offer pizza, burgers, pasta, BBQ, and desserts."
"Please, ramps please now?",Wheelchair access is available; let us know if you need assistance.
"Hello, menu today pls — thanks.","We offer pizza, burgers, pasta, BBQ, and desserts."
Hey pizza types — thanks.,"We have Chicken Tikka, Fajita, and Cheese Pizza."
"Hi, is parking there kahan now?",There is parking available nearby.
Hey play area kahan ho — thanks.,"Yes, we have a kids menu and high chairs available."
Can you operating hours?,We are open from 11 AM to 12 AM daily.
"Hi, cancel order?","To cancel, please call 0300-1234567 within 5 minutes of placing your order."
Hey cash or card please?,"We accept cash, card, and online wallets."
"Hello, catering services location batao?","Yes, we provide catering—contact sales for a quote."
"Hello, which pizzas asap?","We have Chicken Tikka, Fajita, and Cheese Pizza."
Hey when do you open — thanks.,We are open from 11 AM to 12 AM daily.
"Please, specials address batao please?","We offer pizza, burgers, pasta, BBQ, and desserts."
"Hi, pizza types pls asap?","We have Chicken Tikka, Fajita, and Cheese Pizza."
Could you location please please?,Our phone number is 0300-1234567 and we are in the main city center.
promo code — thanks.,We run seasonal discounts; check our website for current offers.
Hey menu today asap?,"We offer pizza, burgers, pasta, BBQ, and desserts."
"Hello, payment methods?","We accept cash, card, and online wallets."
Could you what's on the menu kahan.,"We offer pizza, burgers, pasta, BBQ, and desserts."
"Hello, do you cater plz — thanks.","Yes, we provide catering—contact sales for a quote."
"Hi, phone number asap?",Our phone number is 0300-1234567 and we are in the main city center.
Hey vegan options asap?,We have vegetarian and gluten-free options on request.
"Please, parking available address batao please?",There is parking available nearby.
"Please, how to reserve please?",You can reserve online or call us to book a table.
"Hi, deliver to my area now?","Yes, we offer home delivery in the local area."
Hey payment methods?,"We accept cash, card, and online wallets."
Can you book a table kahan?,You can reserve online or call us to book a table.
"Hi, kids menu address batao asap?","Yes, we have a kids menu and high chairs available."
Could you contact info?,Our phone number is 0300-1234567 and we are in the main city center.
"Please, menu today?","We offer pizza, burgers, pasta, BBQ, and desserts."
Can you is parking there kahan?,There is parking available nearby.
phone number.,Our phone number is 0300-1234567 and we are in the main city center.
Hey which pizzas please?,"We have Chicken Tikka, Fajita, and Cheese Pizza."
Hey menu items address batao — thanks.,"We offer pizza, burgers, pasta, BBQ, and desserts."
"Hi, open hours kindly — thanks.",We are open from 11 AM to 12 AM daily.
"Hello, show menu kahan ho — thanks.","We offer pizza, burgers, pasta, BBQ, and desserts."
Hey wheelchair access location batao — thanks.,Wheelchair access is available; let us know if you need assistance.
"Hi, book a table kaha.",You can reserve online or call us to book a table.
table booking.,You can reserve online or call us to book a table.
"Please, kids menu.","Yes, we have a kids menu and high chairs available."
"Please, kids menu kindly asap?","Yes, we have a kids menu and high chairs available."
Can you menu items kahan please?,"We offer pizza, burgers, pasta, BBQ, and desserts."
"Hi, high chair please?","Yes, we have a kids menu and high chairs available."
Can you reserve table plz?,You can reserve online or call us to book a table.
Can you ramps — thanks.,Wheelchair access is available; let us know if you need assistance.
wheelchair access kindly now?,Wheelchair access is available; let us know if you need assistance.
"Hello, pizza options — thanks.","We have Chicken Tikka, Fajita, and Cheese Pizza."
Can you which pizzas kindly now?,"We have Chicken Tikka, Fajita, and Cheese Pizza."
"Hi, contact info kindly?",Our phone number is 0300-1234567 and we are in the main city center.
"Hi, operating hours now?",We are open from 11 AM to 12 AM daily.
"Please, open hours asap?",We are open from 11 AM to 12 AM daily.
vegan options.,We have vegetarian and gluten-free options on request.
modify order plz — thanks.,"To cancel, please call 0300-1234567 within 5 minutes of placing your order."
"Please, ramps kaha please?",Wheelchair access is available; let us know if you need assistance.
Can you play area location batao.,"Yes, we have a kids menu and high chairs available."
change my order — thanks.,"To cancel, please call 0300-1234567 within 5 minutes of placing your order."
Could you where are you located please?,Our phone number is 0300-1234567 and we are in the main city center.
how to cancel kahan now?,"To cancel, please call 0300-1234567 within 5 minutes of placing your order."
"Hi, wheelchair access please now?",Wheelchair access is available; let us know if you need assistance.
"Hello, pizza options address batao please?","We have Chicken Tikka, Fajita, and Cheese Pizza."
"Please, how to reserve address batao.",You can reserve online or call us to book a table.
"Hi, nut free?",We have vegetarian and gluten-free options on request.
"Hi, is parking there now?",There is parking available nearby.
"Hello, allergy info kaha now?",We have vegetarian and gluten-free options on request.
Could you address — thanks.,Our phone number is 0300-1234567 and we are in the main city center.
"Hi, do you cater kaha.","Yes, we provide catering—contact sales for a quote."
Could you specials — thanks.,"We offer pizza, burgers, pasta, BBQ, and desserts."
Could you how to cancel.,"To cancel, please call 0300-1234567 within 5 minutes of placing your order."
"Hello, contact info batao — thanks.",Our phone number is 0300-1234567 and we are in the main city center.
Could you which pizzas kaha please?,"We have Chicken Tikka, Fajita, and Cheese Pizza."
contact info asap?,Our phone number is 0300-1234567 and we are in the main city center.
"Hi, pizza types pls please?","We have Chicken Tikka, Fajita, and Cheese Pizza."
Can you high chair.,"Yes, we have a kids menu and high chairs available."
Can you accessible seating kaha now?,Wheelchair access is available; let us know if you need assistance.
Can you allergy info asap?,We have vegetarian and gluten-free options on request.
"Hello, show menu?","We offer pizza, burgers, pasta, BBQ, and desserts."
"Please, closing time kindly now?",We are open from 11 AM to 12 AM daily.
Hey high chair?,"Yes, we have a kids menu and high chairs available."
"Please, home delivery.","Yes, we offer home delivery in the local area."
"Please, what's on the menu kahan ho asap?","We offer pizza, burgers, pasta, BBQ, and desserts."
Could you discount please?,We run seasonal discounts; check our website for current offers.
"Please, high chair location batao — thanks.","Yes, we have a kids menu and high chairs available."
Can you do you deliver pls — thanks.,"Yes, we offer home delivery in the local area."
Can you high chair?,"Yes, we have a kids menu and high chairs available."
accessible seating — thanks.,Wheelchair access is available; let us know if you need assistance.
"Hello, how to cancel plz?","To cancel, please call 0300-1234567 within 5 minutes of placing your order."
"Hello, vegetarian options pls asap?",We have vegetarian and gluten-free options on request.
"Hello, online payment asap?","We accept cash, card, and online wallets."
"Hi, open hours?",We are open from 11 AM to 12 AM daily.
"Please, where are you located please?",Our phone number is 0300-1234567 and we are in the main city center.
Could you when do you open asap?,We are open from 11 AM to 12 AM daily.
nut free please?,We have vegetarian and gluten-free options on request.
"Please, operating hours?",We are open from 11 AM to 12 AM daily.
Hey coupon kahan please?,We run seasonal discounts; check our website for current offers.
Hey do you cater plz — thanks.,"Yes, we provide catering—contact sales for a quote."
Can you pizza flavours location batao?,"We have Chicken Tikka, Fajita, and Cheese Pizza."
"Hi, parking available pls — thanks.",There is parking available nearby.
how to cancel — thanks.,"To cancel, please call 0300-1234567 within 5 minutes of placing your order."
"Hello, deliver to my area?","Yes, we offer home delivery in the local area."
Can you when do you open plz?,We are open from 11 AM to 12 AM daily.
Can you do you accept cards please?,"We accept cash, card, and online wallets."
"Please, contact info location batao?",Our phone number is 0300-1234567 and we are in the main city center.
Can you address asap?,Our phone number is 0300-1234567 and we are in the main city center.
Could you do you deliver kindly?,"Yes, we offer home delivery in the local area."
Could you cash or card please?,"We accept cash, card, and online wallets."
high chair — thanks.,"Yes, we have a kids menu and high chairs available."
Could you delivery time kaha asap?,"Yes, we offer home delivery in the local area."
"Please, deliver to my area kindly?","Yes, we offer home delivery in the local area."
Could you parking available location batao.,There is parking available nearby.
Could you how to reserve please?,You can reserve online or call us to book a table.
Hey pizza types kahan.,"We have Chicken Tikka, Fajita, and Cheese Pizza."
Could you what's on the menu asap?,"We offer pizza, burgers, pasta, BBQ, and desserts."
Can you pizza flavours.,"We have Chicken Tikka, Fajita, and Cheese Pizza."
Hey do you accept cards please?,"We accept cash, card, and online wallets."
Can you coupon kahan please?,We run seasonal discounts; check our website for current offers.
do you cater location batao now?,"Yes, we provide catering—contact sales for a quote."
valet parking pls now?,There is parking available nearby.
"Please, is parking there now?",There is parking available nearby.
pizza flavours kahan ho?,"We have Chicken Tikka, Fajita, and Cheese Pizza."
"Please, cancel order — thanks.","To cancel, please call 0300-1234567 within 5 minutes of placing your order."
operating hours kindly please?,We are open from 11 AM to 12 AM daily.
"Hello, kids menu now?","Yes, we have a kids menu and high chairs available."
Hey operating hours kindly.,We are open from 11 AM to 12 AM daily.
Hey payment methods pls — thanks.,"We accept cash, card, and online wallets."
"Hello, how to reserve asap?",You can reserve online or call us to book a table.
"Hi, pizza flavours.","We have Chicken Tikka, Fajita, and Cheese Pizza."
"Hello, do you accept cards batao?","We accept cash, card, and online wallets."
"Hello, how to reserve please?",You can reserve online or call us to book a table.
Hey parking available now?,There is parking available nearby.
Can you closing time now?,We are open from 11 AM to 12 AM daily.
"Please, cancel order location batao.","To cancel, please call 0300-1234567 within 5 minutes of placing your order."
Hey pizza options address batao?,"We have Chicken Tikka, Fajita, and Cheese Pizza."
"Hi, open hours kahan ho — thanks.",We are open from 11 AM to 12 AM daily.
Can you offers now?,We run seasonal discounts; check our website for current offers.
"Hello, is parking there kahan ho?",There is parking available nearby.
"Hello, allergy info now?",We have vegetarian and gluten-free options on request.
"Hello, vegan options batao.",We have vegetarian and gluten-free options on request.
"Hello, table booking?",You can reserve online or call us to book a table.
is parking there please?,There is parking available nearby.
Could you pizza options kahan — thanks.,"We have Chicken Tikka, Fajita, and Cheese Pizza."
"Hi, table booking please?",You can reserve online or call us to book a table.
Hey what's on the menu please.,"We offer pizza, burgers, pasta, BBQ, and desserts."
event catering now?,"Yes, we provide catering—contact sales for a quote."
"Hello, specials?","We offer pizza, burgers, pasta, BBQ, and desserts."
"Hello, reserve table asap?",You can reserve online or call us to book a table.
event catering please?,"Yes, we provide catering—contact sales for a quote."
vegan options kindly — thanks.,We have vegetarian and gluten-free options on request.
"Hi, specials.","We offer pizza, burgers, pasta, BBQ, and desserts."
Could you deliver to my area now?,"Yes, we offer home delivery in the local area."
Could you deliver to my area please now?,"Yes, we offer home delivery in the local area."
"Please, show menu kindly.","We offer pizza, burgers, pasta, BBQ, and desserts."
"Please, promo code address batao now?",We run seasonal discounts; check our website for current offers.
"Please, delivery time address batao now?","Yes, we offer home delivery in the local area."
"Hi, do you cater?","Yes, we provide catering—contact sales for a quote."
Can you phone number asap?,Our phone number is 0300-1234567 and we are in the main city center.
Can you modify order batao now?,"To cancel, please call 0300-1234567 within 5 minutes of placing your order."
Could you operating hours please?,We are open from 11 AM to 12 AM daily.
"Please, payment methods — thanks.","We accept cash, card, and online wallets."
"Hi, how to cancel asap?","To cancel, please call 0300-1234567 within 5 minutes of placing your order."
"Hello, closing time pls now?",We are open from 11 AM to 12 AM daily.
"Hello, accessible seating kahan?",Wheelchair access is available; let us know if you need assistance.
"Hello, specials — thanks.","We offer pizza, burgers, pasta, BBQ, and desserts."
Can you online payment please?,"We accept cash, card, and online wallets."
"Hi, play area address batao.","Yes, we have a kids menu and high chairs available."
Could you vegan options kindly — thanks.,We have vegetarian and gluten-free options on request.
"Hello, which pizzas — thanks.","We have Chicken Tikka, Fajita, and Cheese Pizza."
Can you vegetarian options plz asap?,We have vegetarian and gluten-free options on request.
Hey coupon now?,We run seasonal discounts; check our website for current offers.
"Hello, ramps location batao.",Wheelchair access is available; let us know if you need assistance.
"Please, event catering please.","Yes, we provide catering—contact sales for a quote."
"Please, modify order kaha?","To cancel, please call 0300-1234567 within 5 minutes of placing your order."
Hey when do you open please?,We are open from 11 AM to 12 AM daily.
Could you which pizzas please now?,"We have Chicken Tikka, Fajita, and Cheese Pizza."
"Please, offers now?",We run seasonal discounts; check our website for current offers.
"Hello, online payment please?","We accept cash, card, and online wallets."
how to cancel now?,"To cancel, please call 0300-1234567 within 5 minutes of placing your order."
"Hello, reserve table kahan now?",You can reserve online or call us to book a table.
"Hello, delivery time asap?","Yes, we offer home delivery in the local area."
Hey home delivery batao.,"Yes, we offer home delivery in the local area."
Could you cancel order address batao please?,"To cancel, please call 0300-1234567 within 5 minutes of placing your order."
Could you high chair location batao?,"Yes, we have a kids menu and high chairs available."
"Hi, offers?",We run seasonal discounts; check our website for current offers.
Can you how to cancel pls?,"To cancel, please call 0300-1234567 within 5 minutes of placing your order."
play area asap?,"Yes, we have a kids menu and high chairs available."
promo code kahan — thanks.,We run seasonal discounts; check our website for current offers.
"Hello, event catering kaha.","Yes, we provide catering—contact sales for a quote."
"Hi, wheelchair access please asap?",Wheelchair access is available; let us know if you need assistance.
"Please, operating hours kaha — thanks.",We are open from 11 AM to 12 AM daily.
"Hello, delivery time pls.","Yes, we offer home delivery in the local area."
"Hi, show menu plz please?","We offer pizza, burgers, pasta, BBQ, and desserts."
"Hi, modify order plz asap?","To cancel, please call 0300-1234567 within 5 minutes of placing your order."
Hey pizza options — thanks.,"We have Chicken Tikka, Fajita, and Cheese Pizza."
Hey change my order kindly asap?,"To cancel, please call 0300-1234567 within 5 minutes of placing your order."
Could you vegetarian options kindly — thanks.,We have vegetarian and gluten-free options on request.
"Hi, pizza options.","We have Chicken Tikka, Fajita, and Cheese Pizza."
"Please, high chair kindly now?","Yes, we have a kids menu and high chairs available."
Can you book a table asap?,You can reserve online or call us to book a table.
"Hi, offers.",We run seasonal discounts; check our website for current offers.
play area kahan — thanks.,"Yes, we have a kids menu and high chairs available."
Can you do you cater kahan — thanks.,"Yes, we provide catering—contact sales for a quote."
Can you play area kahan ho asap?,"Yes, we have a kids menu and high chairs available."
"Hello, ramps pls now?",Wheelchair access is available; let us know if you need assistance.
"Please, deliver to my area location batao.","Yes, we offer home delivery in the local area."
"Hi, vegan options pls asap?",We have vegetarian and gluten-free options on request.
"Hi, cancel order asap?","To cancel, please call 0300-1234567 within 5 minutes of placing your order."
Hey deliver to my area.,"Yes, we offer home delivery in the local area."
"Please, book a table.",You can reserve online or call us to book a table.
Can you kids menu pls asap?,"Yes, we have a kids menu and high chairs available."
"Please, deliver to my area plz now?","Yes, we offer home delivery in the local area."
vegetarian options kaha — thanks.,We have vegetarian and gluten-free options on request.
Can you location batao.,Our phone number is 0300-1234567 and we are in the main city center.
Could you discount kaha now?,We run seasonal discounts; check our website for current offers.
Hey what's on the menu please?,"We offer pizza, burgers, pasta, BBQ, and desserts."
"Please, phone number address batao now?",Our phone number is 0300-1234567 and we are in the main city center.
cancel order pls asap?,"To cancel, please call 0300-1234567 within 5 minutes of placing your order."
Hey delivery time?,"Yes, we offer home delivery in the local area."
"Hello, vegetarian options address batao?",We have vegetarian and gluten-free options on request.
Hey discount now?,We run seasonal discounts; check our website for current offers.
"Hi, pizza types kindly now?","We have Chicken Tikka, Fajita, and Cheese Pizza."
Can you what are your hours kaha please?,We are open from 11 AM to 12 AM daily.
"Hi, modify order.","To cancel, please call 0300-1234567 within 5 minutes of placing your order."
Hey delivery time please.,"Yes, we offer home delivery in the local area."
Could you operating hours.,We are open from 11 AM to 12 AM daily.
"Please, kids menu kindly please?","Yes, we have a kids menu and high chairs available."
Could you show menu please?,"We offer pizza, burgers, pasta, BBQ, and desserts."
Could you location kaha asap?,Our phone number is 0300-1234567 and we are in the main city center.
"Hi, parking available pls.",There is parking available nearby.
"Hi, pizza types batao now?","We have Chicken Tikka, Fajita, and Cheese Pizza."
specials address batao please?,"We offer pizza, burgers, pasta, BBQ, and desserts."
Could you event catering kahan please?,"Yes, we provide catering—contact sales for a quote."
"Please, high chair now?","Yes, we have a kids menu and high chairs available."
"Please, do you cater please now?","Yes, we provide catering—contact sales for a quote."
Hey home delivery.,"Yes, we offer home delivery in the local area."
"Hi, gluten free kindly now?",We have vegetarian and gluten-free options on request.
Could you where are you located kaha.,Our phone number is 0300-1234567 and we are in the main city center.
Could you do you accept cards now?,"We accept cash, card, and online wallets."
"Please, pizza flavours asap?","We have Chicken Tikka, Fajita, and Cheese Pizza."
"Hello, deliver to my area please please?","Yes, we offer home delivery in the local area."
"Hello, cancel order plz now?","To cancel, please call 0300-1234567 within 5 minutes of placing your order."
"Hi, menu items pls please?","We offer pizza, burgers, pasta, BBQ, and desserts."
"Hi, operating hours — thanks.",We are open from 11 AM to 12 AM daily.
Can you delivery time kindly now?,"Yes, we offer home delivery in the local area."
"Hello, pizza types kindly?","We have Chicken Tikka, Fajita, and Cheese Pizza."
closing time — thanks.,We are open from 11 AM to 12 AM daily.
Could you which pizzas please?,"We have Chicken Tikka, Fajita, and Cheese Pizza."
"Please, address?",Our phone number is 0300-1234567 and we are in the main city center.
